77.75424747,34.62992928,731.9681317,4.906135759,59.18426597,14,0
62.12048662,29.28190319,760.2719187,8.032121232,30.48279741,18,1
68.15411482,37.00696002,774.4548158,3.20567586,38.1414209,19,1
79.81349392,28.36667728,766.2354539,2.842882891,58.40839393,14,0
60.96069937,31.67427175,999.3964679,7.028664441,47.14900567,7,1
96.52976073,23.21359169,917.2291264,6.928011986,38.7718113,17,1
76.80481832,35.29055589,756.8539276,0.800634025,42.37296897,13,1
72.29513532,34.96711707,717.2654817,4.066365269,57.47809766,15,0
74.75884551,31.22445577,644.7197608,1.271104909,40.73104082,12,0
55.84490204,27.76331412,670.6222249,2.874025338,54.38832782,12,0
90.29962749,21.65473671,556.1985136,7.795316818,35.82514954,14,1
77.2244549,25.54025049,723.16318,4.394653744,54.56734896,10,0
87.17541281,30.05262485,734.2784973,6.993129212,44.74249876,15,0
67.79863393,25.15214441,640.1673763,0.375662295,59.77472817,15,0
94.63358555,21.0926884,580.8472766,0.523471784,55.07135268,15,1
81.82151248,27.50937857,714.1759003,3.641210568,67.73712429,17,1
53.21044685,27.83718746,708.5821395,7.203732127,60.99433609,14,1
82.80809188,32.2366204,759.0076745,1.981307418,50.86398052,13,0
77.59534194,36.1647042,576.8918528,5.856543354,55.9283671,16,1
87.17541281,30.05262485,734.2784973,6.993129212,44.74249876,15,0
94.74136752,38.91396294,778.0953463,3.941904946,57.72677441,19,1
85.60896107,34.53341984,818.8870709,7.728400834,45.17845522,13,0
67.09086758,24.52250662,602.8971885,8.019139528,55.14885548,13,1
57.94540838,24.22251885,771.0076492,2.284258523,43.00531714,17,1
61.0091601,30.88507932,508.0140782,1.621833724,40.74228562,6,1
76.6730546,37.80282275,889.0231532,5.723151856,43.10265176,12,1
74.75884551,31.22445577,644.7197608,1.271104909,40.73104082,12,0
55.80363203,33.73179827,821.9782897,5.087059842,47.27220403,12,0
53.85291396,28.36289576,640.6422818,4.753590677,59.9686866,10,0
67.52937794,28.05746565,615.5404264,1.548413946,49.41122868,11,0
59.93578408,30.38771719,838.2418748,3.050996868,46.59387401,12,0
64.85608578,31.24145589,857.5625099,3.621816028,59.45119595,14,0
51.98094127,30.71313199,890.0240435,0.234329554,45.24402054,12,0
67.79863393,25.15214441,640.1673763,0.375662295,59.77472817,15,0
82.80809188,32.2366204,759.0076745,1.981307418,50.86398052,13,0
72.03813735,31.63244586,667.3945209,0.777124184,54.62497587,10,0
62.19948217,29.37535931,865.1108589,6.282065971,52.05269563,15,0
69.82713912,26.42991402,619.533192,0.785098685,41.474675,14,0
86.87506241,28.57404042,655.1542411,6.760930342,45.65817083,15,0
57.31869961,24.688512,796.84231,5.929847478,63.86203103,10,1
58.52620618,31.30660509,635.321971,3.560672991,55.68838548,10,0
57.00565879,26.05861811,669.4117412,4.119465486,52.83412102,12,0
98.85870921,29.10343983,888.863955,8.366202104,67.03154198,6,1
90.89171081,23.07382086,905.8135072,3.429665197,34.48964288,9,1
50.581027,35.85516227,985.9226507,8.058911692,62.42882692,11,1
50.90550919,28.73991771,649.0331006,4.673873354,47.49126593,11,0
95.00115617,29.19168114,819.5539235,8.106038483,53.4728178,9,1
52.92754646,35.14565957,705.5636391,3.635144574,67.54342383,17,1
83.432161,27.58188097,649.1362271,3.093685621,54.24866569,11,0
51.57930724,28.66944466,891.7507513,1.290364089,40.60493046,12,0
53.92281907,37.48445049,970.4400848,5.242547205,40.82698424,5,1
52.03875708,33.52355124,657.4592223,0.559263501,47.44857668,12,0
53.60992045,31.94310612,954.7976956,6.542357799,42.42403886,19,1
86.87506241,28.57404042,655.1542411,6.760930342,45.65817083,15,0
85.27875863,32.42584898,598.2434835,5.042634608,40.13828519,9,1
65.47638081,31.47057903,644.092263,4.744531798,41.2254232,14,0
59.93578408,30.38771719,838.2418748,3.050996868,46.59387401,12,0
51.57930724,28.66944466,891.7507513,1.290364089,40.60493046,12,0
57.7620123,30.3339677,677.9788867,3.928390765,46.71996868,13,0
78.53048733,27.46245237,705.5721682,6.040049977,37.55719255,16,1
95.61816728,35.92482901,801.6227113,7.044936364,50.80330733,14,1
71.27182193,31.9026335,678.596167,2.177808018,56.33135134,13,0
98.05952819,22.4600659,540.0528633,3.567704903,47.89329707,15,1
91.90576448,34.30200323,810.1174245,2.560211731,58.64252214,15,1
52.26093351,32.53185022,775.2658403,5.084790353,42.7726752,13,0
76.22556948,23.9843055,556.2952333,0.632534089,38.56705011,14,1
81.86007384,36.53102148,553.7252763,0.130102134,67.51547904,8,1
99.91737557,24.62950428,522.4302788,8.937741878,36.64802147,17,1
66.83021391,22.5110043,831.5731245,3.789559098,42.91914933,13,1
76.68012734,29.30019035,661.4048967,3.269421003,54.35996444,14,0
53.85291396,28.36289576,640.6422818,4.753590677,59.9686866,10,0
88.54609223,30.81810008,750.9727026,1.197599664,57.94542358,12,0
73.99694174,31.2135659,734.703421,3.862363953,41.20536475,12,0
51.62630897,28.2391619,932.1831332,8.627707775,48.01060774,14,1
79.81349392,28.36667728,766.2354539,2.842882891,58.40839393,14,0
54.01168728,34.26413767,862.6858001,2.463482472,49.90598218,10,0
52.26093351,32.53185022,775.2658403,5.084790353,42.7726752,13,0
93.89871602,20.99228747,643.0675212,5.613558242,57.92297354,18,1
57.7620123,30.3339677,677.9788867,3.928390765,46.71996868,13,0
84.87101336,25.71516649,833.4637237,5.506905447,40.90230995,11,0
76.68012734,29.30019035,661.4048967,3.269421003,54.35996444,14,0
65.39649708,24.57750925,605.4849453,2.107066651,59.0227299,5,1
67.34766009,21.90798555,583.7832697,2.135374779,43.16022919,14,1
51.57930724,28.66944466,891.7507513,1.290364089,40.60493046,12,0
75.13395116,27.15596531,701.0136084,4.873748079,66.84277945,19,1
